email;sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
chris56@hotmail.com;Male;41;White;Married-civ-spouse;Some-college;United-States;Private;Sales;<=50K
oruiz@gmail.com;Male;44;White;Married-civ-spouse;Bachelors;United-States;Self-emp-inc;Exec-managerial;>50K
kristina71@hotmail.com;Male;18;White;Never-married;11th;United-States;Private;Adm-clerical;<=50K
xberg@yahoo.com;Male;74;White;Married-civ-spouse;Bachelors;United-States;Self-emp-not-inc;Exec-managerial;<=50K
mariasimpson@yahoo.com;Male;40;White;Married-civ-spouse;Doctorate;United-States;Private;Prof-specialty;>50K
jim51@kelley-olson.com;Male;27;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
nataliehawkins@valentine-miller.com;Female;55;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
russellnicole@olson-thomas.net;Male;52;Amer-Indian-Eskimo;Married-civ-spouse;7th-8th;United-States;Self-emp-not-inc;Craft-repair;<=50K
desireetucker@hotmail.com;Female;54;White;Divorced;Some-college;United-States;Private;Sales;<=50K
varnold@yahoo.com;Male;36;White;Divorced;HS-grad;United-States;Private;Craft-repair;<=50K
preston32@hotmail.com;Female;26;White;Never-married;HS-grad;United-States;Private;Handlers-cleaners;<=50K
colincollins@hotmail.com;Male;18;White;Never-married;11th;United-States;Private;Craft-repair;<=50K
crawfordruben@alvarez-kelly.org;Male;38;White;Divorced;HS-grad;United-States;Private;Exec-managerial;<=50K
grossjustin@yahoo.com;Male;50;White;Married-civ-spouse;Bachelors;United-States;Private;Transport-moving;>50K
holmeschelsea@gmail.com;Male;32;White;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;>50K
halecharles@johnston-evans.com;Male;57;White;Married-civ-spouse;Bachelors;United-States;Private;Sales;>50K
gbrown@gmail.com;Male;20;Black;Never-married;HS-grad;United-States;Private;Protective-serv;<=50K
derrick58@yahoo.com;Female;27;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
baileyjoshua@perry.com;Male;31;White;Married-spouse-absent;Bachelors;United-States;Self-emp-not-inc;Exec-managerial;<=50K
thomasgreen@jackson.com;Female;60;White;Divorced;5th-6th;Puerto-Rico;Private;Machine-op-inspct;<=50K
stephanie08@nichols-randall.net;Female;52;White;Divorced;HS-grad;United-States;Private;Craft-repair;<=50K
alexandra06@charles-bell.com;Male;61;White;Married-civ-spouse;7th-8th;United-States;Private;Transport-moving;<=50K
selena94@yahoo.com;Male;57;White;Widowed;HS-grad;United-States;Self-emp-not-inc;Craft-repair;>50K
vargasjames@gmail.com;Male;59;White;Married-civ-spouse;Prof-school;United-States;Self-emp-not-inc;Sales;<=50K
emacdonald@yang-gonzalez.com;Male;34;White;Never-married;HS-grad;United-States;Self-emp-not-inc;Craft-repair;>50K
jamesallen@hotmail.com;Male;31;Asian-Pac-Islander;Married-civ-spouse;Assoc-acdm;United-States;Private;Craft-repair;>50K
millerangela@barnes-willis.net;Male;42;Black;Divorced;HS-grad;United-States;Private;Protective-serv;<=50K
robertjohnson@gmail.com;Female;70;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
cscott@rivera.com;Male;29;White;Married-civ-spouse;Some-college;United-States;Private;Transport-moving;>50K
gsolis@williams.com;Male;27;Black;Never-married;11th;United-States;Private;Handlers-cleaners;<=50K
austincarrie@hotmail.com;Female;25;White;Married-civ-spouse;12th;United-States;Private;Other-service;<=50K
erincarpenter@gmail.com;Male;51;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
ulevy@brooks.com;Male;35;White;Married-civ-spouse;Bachelors;United-States;Private;Craft-repair;<=50K
chavezryan@murray-stanley.net;Male;36;White;Married-civ-spouse;Some-college;United-States;Self-emp-not-inc;Craft-repair;>50K
jacksondonald@henderson.biz;Male;46;White;Married-civ-spouse;Assoc-voc;United-States;Private;Craft-repair;<=50K
jaimeramos@king.com;Female;52;White;Separated;Assoc-voc;United-States;Private;Other-service;<=50K
scott24@gates-hernandez.com;Male;65;White;Married-civ-spouse;7th-8th;United-States;Private;Machine-op-inspct;<=50K
seanhale@gmail.com;Male;43;White;Divorced;Assoc-voc;United-States;Private;Machine-op-inspct;<=50K
thomasstephen@gmail.com;Female;41;Asian-Pac-Islander;Divorced;HS-grad;United-States;Local-gov;Prof-specialty;<=50K
allisonpayne@hotmail.com;Female;34;White;Never-married;Bachelors;United-States;Private;Exec-managerial;<=50K
adam63@rodriguez.org;Male;47;White;Married-civ-spouse;Bachelors;United-States;Self-emp-not-inc;Exec-managerial;<=50K
cruzjohn@hotmail.com;Male;49;White;Never-married;Masters;United-States;Federal-gov;Exec-managerial;>50K
johnsonjames@hotmail.com;Female;21;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
martinezmelanie@arnold.com;Female;20;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
cortezmaria@allen.org;Male;18;White;Never-married;12th;United-States;Local-gov;Protective-serv;<=50K
udavis@hotmail.com;Male;27;Black;Never-married;Some-college;United-States;Private;Sales;<=50K
jevans@hotmail.com;Male;34;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Craft-repair;<=50K
ian15@alvarez.biz;Female;38;White;Divorced;Some-college;United-States;Private;Adm-clerical;<=50K
karina35@pennington.com;Male;24;White;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
fjohnson@bryant-dalton.com;Male;34;White;Never-married;Some-college;United-States;Private;Sales;<=50K
monica31@costa-tucker.org;Male;47;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;>50K
tylerallen@yahoo.com;Female;27;Black;Separated;HS-grad;United-States;Federal-gov;Exec-managerial;<=50K
lloydaustin@gmail.com;Female;63;White;Widowed;Assoc-voc;United-States;Private;Adm-clerical;<=50K
matthew03@watts.biz;Male;34;Black;Married-civ-spouse;Some-college;United-States;Private;Adm-clerical;>50K
paul75@gmail.com;Male;25;White;Married-spouse-absent;Some-college;United-States;Private;Sales;<=50K
huynhbryan@hill-robbins.com;Male;54;White;Widowed;HS-grad;United-States;Private;Machine-op-inspct;<=50K
tylerfrazier@stevens-bridges.net;Female;35;White;Divorced;HS-grad;United-States;Private;Sales;<=50K
joshualarson@morgan.net;Male;24;White;Married-civ-spouse;Some-college;United-States;Private;Transport-moving;>50K
fmartinez@hotmail.com;Female;26;Asian-Pac-Islander;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
scottbrandon@yahoo.com;Female;59;White;Divorced;Assoc-voc;United-States;Local-gov;Adm-clerical;<=50K
duncanhannah@yahoo.com;Female;20;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
jenna24@hotmail.com;Male;41;White;Married-civ-spouse;HS-grad;United-States;Private;Farming-fishing;<=50K
austinconner@king-sims.com;Male;51;White;Married-civ-spouse;Some-college;United-States;Private;Sales;<=50K
qjohnson@hotmail.com;Female;27;Other;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
brownchristina@gmail.com;Male;36;White;Married-civ-spouse;HS-grad;United-States;Private;Exec-managerial;<=50K
jason89@hotmail.com;Male;25;White;Never-married;Some-college;United-States;Private;Farming-fishing;<=50K
stephanielambert@gmail.com;Male;55;White;Married-civ-spouse;Bachelors;United-States;Private;Sales;>50K
burketimothy@hotmail.com;Female;22;White;Never-married;Some-college;United-States;Local-gov;Prof-specialty;<=50K
wcordova@yahoo.com;Male;58;Asian-Pac-Islander;Married-civ-spouse;Doctorate;India;State-gov;Prof-specialty;<=50K
juanwallace@peters.net;Female;43;White;Married-civ-spouse;Some-college;United-States;Private;Adm-clerical;<=50K
achase@gmail.com;Female;39;White;Married-civ-spouse;Assoc-voc;United-States;Private;Adm-clerical;>50K
emilyjackson@yahoo.com;Female;40;Black;Never-married;9th;Haiti;Private;Machine-op-inspct;<=50K
sharonhernandez@gmail.com;Male;46;White;Divorced;HS-grad;United-States;Private;Exec-managerial;<=50K
michelle46@miller-king.com;Female;54;White;Never-married;HS-grad;United-States;Federal-gov;Adm-clerical;<=50K
lauren42@santos.info;Male;19;Black;Never-married;Some-college;United-States;Private;Sales;<=50K
cwilliams@nelson.com;Male;24;White;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;<=50K
scotthunter@hotmail.com;Male;24;White;Never-married;Masters;United-States;State-gov;Prof-specialty;<=50K
rbrooks@yahoo.com;Male;29;White;Never-married;HS-grad;United-States;Self-emp-not-inc;Farming-fishing;<=50K
uthompson@dominguez.info;Male;56;White;Married-civ-spouse;Some-college;United-States;Self-emp-inc;Exec-managerial;>50K
leslieclark@hotmail.com;Female;56;White;Divorced;11th;United-States;Private;Machine-op-inspct;<=50K
michellecompton@crawford.com;Male;34;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;>50K
markbates@lewis-malone.com;Female;19;Black;Never-married;10th;United-States;Private;Sales;<=50K
hunterguy@williams.com;Male;32;White;Married-civ-spouse;HS-grad;United-States;Self-emp-inc;Sales;>50K
jermaine44@reyes.com;Female;48;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
evansaaron@thomas-hill.biz;Male;47;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
anthony77@leach-johnson.com;Male;52;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;>50K
jamie73@hotmail.com;Female;40;White;Married-spouse-absent;1st-4th;Dominican-Republic;Private;Machine-op-inspct;<=50K
awoods@villegas.com;Male;28;White;Married-civ-spouse;10th;United-States;Private;Craft-repair;<=50K
nicholasalvarado@cole.com;Male;41;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
allison03@gmail.com;Male;57;White;Divorced;1st-4th;Portugal;Private;Craft-repair;<=50K
jacobnguyen@bradley.com;Female;51;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
bryan62@yahoo.com;Male;33;White;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;>50K
kevinwheeler@love-grant.com;Male;46;White;Married-civ-spouse;Bachelors;United-States;Private;Craft-repair;>50K
melissalewis@gmail.com;Female;50;Asian-Pac-Islander;Divorced;HS-grad;Philippines;Private;Adm-clerical;<=50K
walvarez@shaw.info;Male;77;White;Never-married;HS-grad;United-States;Self-emp-not-inc;Machine-op-inspct;<=50K
margaret19@hotmail.com;Male;39;Black;Never-married;Masters;United-States;Private;Exec-managerial;>50K
richard71@peterson-lopez.com;Female;35;White;Divorced;Assoc-acdm;United-States;Private;Handlers-cleaners;<=50K
joshuaholden@kaufman.com;Female;23;Black;Never-married;10th;United-States;Private;Craft-repair;<=50K
harriscarlos@hotmail.com;Female;37;White;Divorced;Assoc-voc;United-States;Private;Prof-specialty;>50K
jane68@hotmail.com;Male;41;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;>50K
hutchinsontrevor@hotmail.com;Male;60;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Adm-clerical;>50K
morganwarner@yahoo.com;Male;32;White;Never-married;Bachelors;United-States;Private;Adm-clerical;<=50K
xzimmerman@montgomery.com;Male;56;Amer-Indian-Eskimo;Married-civ-spouse;HS-grad;United-States;Federal-gov;Transport-moving;<=50K
kmoore@yahoo.com;Female;45;White;Divorced;Assoc-voc;United-States;State-gov;Tech-support;<=50K
danahernandez@banks.org;Female;24;White;Divorced;HS-grad;United-States;Private;Exec-managerial;>50K
brandon91@yahoo.com;Male;18;White;Never-married;10th;United-States;Private;Handlers-cleaners;<=50K
thomassalazar@hotmail.com;Male;31;Other;Married-civ-spouse;HS-grad;United-States;Private;Other-service;<=50K
gabriel96@beard.org;Male;45;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
andrea17@hotmail.com;Female;23;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
sotojennifer@gmail.com;Male;45;White;Married-civ-spouse;Some-college;United-States;State-gov;Exec-managerial;<=50K
georgeheather@hotmail.com;Female;18;Amer-Indian-Eskimo;Never-married;11th;United-States;Private;Sales;<=50K
jbrown@fletcher-lee.com;Male;25;Black;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
cbuckley@mooney.info;Male;31;White;Married-civ-spouse;HS-grad;United-States;State-gov;Sales;<=50K
colleen67@yahoo.com;Male;19;White;Never-married;HS-grad;United-States;Private;Machine-op-inspct;<=50K
ericevans@yahoo.com;Male;41;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
jennifer84@hotmail.com;Female;74;Black;Widowed;Prof-school;United-States;Private;Adm-clerical;<=50K
vgarcia@hotmail.com;Male;27;White;Never-married;5th-6th;Mexico;Private;Transport-moving;<=50K
molinarobin@freeman.com;Female;23;White;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
qparker@campbell.biz;Male;31;White;Married-civ-spouse;Assoc-voc;United-States;Private;Sales;>50K
michelle46@hotmail.com;Male;40;White;Married-civ-spouse;HS-grad;United-States;Self-emp-inc;Handlers-cleaners;<=50K
georgejames@stout-watts.com;Male;41;White;Married-civ-spouse;HS-grad;United-States;Federal-gov;Transport-moving;>50K
gregoryporter@boyd.com;Male;25;White;Never-married;Masters;United-States;Private;Sales;<=50K
kaylasmith@hotmail.com;Male;42;Amer-Indian-Eskimo;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
joseph72@gmail.com;Female;24;White;Never-married;Bachelors;United-States;Private;Craft-repair;<=50K
qdelgado@gmail.com;Male;42;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Craft-repair;>50K
schultztraci@gmail.com;Male;45;White;Married-civ-spouse;10th;United-States;Self-emp-not-inc;Craft-repair;<=50K
ucollins@hotmail.com;Male;52;White;Married-civ-spouse;HS-grad;United-States;Federal-gov;Exec-managerial;>50K
sarahburke@gmail.com;Male;34;White;Divorced;Assoc-voc;United-States;Private;Craft-repair;<=50K
andrewtorres@hotmail.com;Male;32;White;Never-married;HS-grad;United-States;Private;Handlers-cleaners;<=50K
moodylisa@conrad.com;Male;54;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
ywilliams@hotmail.com;Male;42;White;Never-married;11th;United-States;Federal-gov;Tech-support;<=50K
christina66@kent.org;Male;32;White;Married-civ-spouse;Bachelors;United-States;Private;Tech-support;>50K
michelle23@reyes.com;Male;55;White;Married-civ-spouse;Bachelors;United-States;Self-emp-inc;Sales;>50K
kerranthony@brown.net;Male;52;White;Married-civ-spouse;Masters;United-States;State-gov;Prof-specialty;<=50K
hhernandez@miller.com;Female;21;White;Never-married;Some-college;United-States;State-gov;Adm-clerical;<=50K
rachel96@gmail.com;Female;33;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
christinadunn@gmail.com;Male;27;White;Married-civ-spouse;11th;United-States;Self-emp-not-inc;Craft-repair;<=50K
rodriguezhannah@yahoo.com;Female;42;White;Divorced;Bachelors;United-States;Local-gov;Prof-specialty;<=50K
pameladay@hotmail.com;Female;27;White;Never-married;Some-college;United-States;Self-emp-inc;Adm-clerical;<=50K
christopherreid@hotmail.com;Male;47;White;Married-civ-spouse;Assoc-voc;United-States;Private;Craft-repair;>50K
kathleenrodriguez@holloway-schmidt.com;Female;19;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
ymack@smith.com;Male;46;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;<=50K
zrogers@reed.com;Female;55;White;Widowed;HS-grad;Nicaragua;Self-emp-not-inc;Other-service;<=50K
david56@wood.net;Male;50;Other;Married-civ-spouse;7th-8th;Dominican-Republic;Private;Sales;<=50K
brownjoshua@yahoo.com;Female;32;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
longshawn@bates.info;Female;28;White;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;<=50K
virginia21@schaefer.info;Female;23;Black;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
amanda80@butler.net;Male;43;White;Married-spouse-absent;Masters;United-States;Private;Exec-managerial;<=50K
sydney49@juarez.com;Male;34;White;Married-civ-spouse;Bachelors;Iran;Private;Prof-specialty;>50K
jmarshall@flores.com;Male;19;Asian-Pac-Islander;Never-married;Some-college;Vietnam;Private;Adm-clerical;<=50K
amanda48@liu.com;Male;37;Asian-Pac-Islander;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;<=50K
uking@hotmail.com;Female;27;Asian-Pac-Islander;Never-married;Bachelors;Hong;Private;Adm-clerical;<=50K
thomasrodriguez@gmail.com;Female;18;White;Never-married;HS-grad;United-States;Private;Sales;<=50K
nunezjoshua@gmail.com;Female;31;White;Widowed;Some-college;United-States;Private;Adm-clerical;<=50K
xcook@turner-rivera.com;Male;49;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
suarezryan@yahoo.com;Male;26;White;Married-civ-spouse;Prof-school;Columbia;Federal-gov;Prof-specialty;<=50K
james46@gmail.com;Male;48;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;>50K
angelaaguilar@moore.com;Male;39;Black;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
romeromartin@hotmail.com;Female;41;White;Separated;HS-grad;United-States;Private;Machine-op-inspct;<=50K
psimmons@ramsey-mccoy.com;Female;48;White;Divorced;Assoc-voc;United-States;State-gov;Prof-specialty;>50K
christopherbryan@cole.net;Female;40;White;Divorced;Bachelors;United-States;Private;Exec-managerial;>50K
zgonzalez@flowers.com;Male;70;White;Married-civ-spouse;Bachelors;United-States;Private;Sales;>50K
akramer@li.com;Male;20;White;Never-married;HS-grad;United-States;Private;Handlers-cleaners;<=50K
joshua97@mcintosh.com;Male;38;White;Married-civ-spouse;5th-6th;Mexico;Private;Other-service;<=50K
joseph84@gmail.com;Female;37;White;Separated;Some-college;Cuba;Self-emp-not-inc;Other-service;<=50K
darlene00@schaefer.biz;Female;49;White;Widowed;Some-college;United-States;Private;Exec-managerial;>50K
marksmith@gmail.com;Male;51;White;Married-civ-spouse;HS-grad;United-States;Private;Handlers-cleaners;>50K
